N° artículo en tienda,EAN / GTIN / código barras,Número del fabricante (HAN/MPN),Fabricante / Marca,Nombre del producto,Precio,Precio especial,Precio original,Plazo de entrega,Categoría del producto en la tienda,Descripción del producto,Características del producto / Otros atributos,URL del producto,URLimagen_1,URLimagen_2,URLimagen_3,Color,Talla,Transferencia,Transferencia / Paypal Austria,Tarjeta de crédito,Paypal,Sofortüberweisung,Domiciliación,Reembolso,Comentario sobre los gastos de envío,Precio base,Cupón de descuento,Clase de eficiencia energética,Unidades
92002,92002,92002,Commotion (Europe) B.V.,Mini 3 minutos apresurarse (conj. 3),5.12,,5.12,1 - 14 días,,"<h1 data-mce-fragment=""1"">Mini ampulheta</h1>
<p data-mce-fragment=""1"">Com este conjunto de 3 mini ampulhetas, os mais novos irão poder contabilizar o tempo de uma forma diferente e divertida.</p>
<p data-mce-fragment=""1"">Estas ampulhetas caracterizam-se pela sua robustez, possuindo extremidades e areia no seu interior coloridas, o que as torna ainda mais divertidas.</p>
<p data-mce-fragment=""1"">Cada ampulheta possui areia no seu interior que irá cronometrar de forma precisa a passagem do tempo. Este conjunto irá permitir aos mais novos desenvolver várias competências e será útil para inúmeras atividades.</p>
<h2 data-mce-fragment=""1"">Áreas de aprendizagem:</h2>
<ul>
<li>Matemática;</li>
<li>Gestão de Tempo;</li>
<li>Comunicação;</li>
<li>Linguagem.</li>
</ul>
<p data-mce-fragment=""1""> </p>
<meta charset=""utf-8"">
<h1 data-mce-fragment=""1"">Características:<br>
</h1>
<ul>
<li>Inclui 3 mini ampulhetas;</li>
<li>Dimensões: 90 mm x 25 mm;</li>
<li>Idade Recomendada: +3 anos de idade.</li>
</ul>","1º Ciclo, Matemática, Medida",https://abcescolar.pt/es/products/ampulheta-mini-3-minutos-amarela,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/ampulheta-amarelo.jpg?v=1640708128,,,,N/A,,,,,,,,4.5 €,5.12,,,16
92048,,92048,Commotion (Europe) B.V.,Pink Humbrest 2 minutos,14.09,,14.09,1 - 14 días,Ampulhetas,"<h1>Ampulheta rosa 2 minutos</h1>
<p>Ampulheta rosa de 2 minutos bastante resistente e indicada para cronometrar o tempo em jogos e atividades didáticas.</p>
<p>As ampulhetas de areia permitem demonstrar visualmente e de modo tradicional a passagem do tempo. São fáceis de entender e ideais para crianças pequenas.</p>
<p>Podem ser utilizadas em jogos cronometragem, bem como para a definição de períodos específicos de tempo para a conclusão de atividades como leitura, escrita criativa ou arrumação.</p>
<p><br><strong>Áreas de aprendizagem: </strong></p>
<ul>
<li>Matemática: tempo</li>
<li>Comunicação e Linguagem: literacia</li>
</ul>
<p><strong>Características:</strong><br>Tamanho: 300 x 150 mm</p>
<p><em>Idade: + 3 anos</em></p>","1º Ciclo, Matemática, Medida, Presentes de Natal especiais",https://abcescolar.pt/es/products/ampulheta-rosa-minutos,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/92113_1_1.webp?v=1721312815,,,,N/A,,,,,,,,4.5 €,14.09,,,4
DVMAT0003,,DVMAT0003,Commotion (Europe) B.V.,Anillos de clasificación coloridos,15.63,,15.63,1 - 14 días,Anéis,"<h1>Anéis coloridos para triagem</h1>
<p>Os Anéis Coloridos para triagem são recursos pedagógicos vibrantes e interativos, destinados a tornar o aprendizado de conceitos matemáticos uma experiência divertida e envolvente para crianças. Esses anéis, disponíveis em diversas cores, ajudam a introduzir e reforçar habilidades como contagem, classificação, comparação de tamanhos, reconhecimento de padrões e operações básicas de matemática. Projetados para promover o desenvolvimento cognitivo e a coordenação motora fina, esses anéis incentivam a participação ativa das crianças, permitindo-lhes manipular fisicamente os objetos enquanto exploram conceitos matemáticos fundamentais de forma lúdica e educativa.</p>
<ul></ul>","1º Ciclo, Matemática, Triagem",https://abcescolar.pt/es/products/aneis-coloridos-para-triagem,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aneis-com-25-cm-coloridos-para-triagem-15-unidades.jpg?v=1619620317,,,,N/A,,,,,,,,4.5 €,15.63,,,1
DVMAT0005,,DVMAT0005,Commotion (Europe) B.V.,Anillos de clasificación coloridos,15.63,,15.63,1 - 14 días,Anéis,"<h1>Anéis coloridos para triagem</h1>
<p>Os Anéis Coloridos para triagem são recursos pedagógicos vibrantes e interativos, destinados a tornar o aprendizado de conceitos matemáticos uma experiência divertida e envolvente para crianças. Esses anéis, disponíveis em diversas cores, ajudam a introduzir e reforçar habilidades como contagem, classificação, comparação de tamanhos, reconhecimento de padrões e operações básicas de matemática. Projetados para promover o desenvolvimento cognitivo e a coordenação motora fina, esses anéis incentivam a participação ativa das crianças, permitindo-lhes manipular fisicamente os objetos enquanto exploram conceitos matemáticos fundamentais de forma lúdica e educativa.</p>
<ul></ul>","1º Ciclo, Matemática, Triagem",https://abcescolar.pt/es/products/aneis-coloridos-para-triagem,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aneis-com-25-cm-coloridos-para-triagem-15-unidades.jpg?v=1619620317,,,,N/A,,,,,,,,4.5 €,15.63,,,1
PH0374A,,PH0374A,EISCO - Electronic Instrumentation,Anillo de tumbas de S.,11.53,,11.53,1 - 14 días,Anéis,"<p>Este Anel de S. Gravesande é um produto especialmente concebido para estudar a <meta charset=""utf-8""><span data-mce-fragment=""1"">demonstração da expansão térmica.</span></p>
<p>Constituído por uma esfera, em latão, presa numa corrente a uma estrutura com anel também em latão e cabo em madeira.</p>
<h2>O que estuda? </h2>
<p>Este aparelho demonstra que a bola passa pelo anel quando está fria, mas não passa quando é aquecida. </p>
<h2>Características</h2>
<p>Diâmetro da esfera: 22 mm</p>","Calor e Energia, Dilatação térmica, Física",https://abcescolar.pt/es/products/anel-de-s-gravesande,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Anel-de-S-Gravesande-fisica-abc-escolar.jpg?v=1619477329,,,,N/A,,,,,,,,4.5 €,11.53,,,1
PH0376A,,PH0376A,EISCO - Electronic Instrumentation,S. Anillo severo con apoyo,53.06,,53.06,1 - 14 días,Anéis,"<p><meta charset=""utf-8""><span>Este Anel de S. Gravesande com suporte é um produto especialmente concebido para estudar a </span><span data-mce-fragment=""1"">demonstração da expansão térmica.</span></p>
<p>Montado numa base pesada em ferro para maior estabilidade.<br> Inclui uma esfera de 30 mm de diâmetro.</p>
<p>Altura total do aparelho: 28 cm</p>
<h2>O que estuda? </h2>
<p>Este aparelho demonstra que a bola passa pelo anel quando está fria, mas não passa quando é aquecida. </p>
<p><meta charset=""utf-8"">Pode optar por uma solução deste aparelho, sem suporte, <a href=""https://abcescolar.pt/products/anel-de-s-gravesande"" target=""_blank"" rel=""noopener noreferrer"">aqui</a>. <br><br></p>","Calor e Energia, Dilatação térmica, Física",https://abcescolar.pt/es/products/anel-de-s-gravesande-com-suporte,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Anel-de-S-Gravesande-com-suporte-fisica-abc-escolar.jpg?v=1619477327,,,,N/A,,,,,,,,4.5 €,53.06,,,6
PH0245S,,PH0245S,EISCO - Electronic Instrumentation,Anemómetro,26.62,,26.62,1 - 14 días,Anemómetros,"<h1>Anemómetro</h1>
<p>Este anemómetro é perfeito para que os estudantes possam aprender a determinar a velocidade do vento.</p>
<p>Indicado para alunos de qualquer idade.</p>
<h2><strong>Características</strong></h2>
<ul>
<li>Resistente à corrosão para uso prolongado ao ar livre</li>
<li>7 ""de altura, 8,5"" de diâmetro</li>
</ul>
<p><br></p>","Calor e Energia, Física, Meteorologia",https://abcescolar.pt/es/products/anemometro,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Anemometro-fisica-abc-escolar.jpg?v=1624895510,,,,N/A,,,,,,,,4.5 €,26.62,,,3
MDAP0959,,MDAP0959,"Bi-Office - Soluções Colaborativas, S.A.",Borrador magnético para marcador,11.99,,11.99,1 - 14 días,Apagadores,"<p>Apagador magnético para marcador<br></p>
<p>Apagador magnético para marcador. Adequado para ser usado em quadros brancos. Com pega de plástico branco e base em feltro.</p>","1º Ciclo, Consumíveis, Mobiliário/Audiovisuais",https://abcescolar.pt/es/products/apagador-magnetico-para-marcador,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/apagador-magnetico-marcador.jpg?v=1619615920,,,,N/A,,,,,,,,4.5 €,11.99,,,20
BG0187,,BG0187,EISCO - Electronic Instrumentation,Aparato de demostración pulmonar,51.25,,51.25,1 - 14 días,Aparelhos,"<h1>Aparelho de demonstração dos pulmões</h1>
<p>Este aparelho de demonstração dos pulmões consiste em dois sacos, que representam os pulmões, ideal para as aulas de <a href=""https://abcescolar.pt/collections/anatomia-humana"" target=""_blank"">Biologia</a>. </p>
<p>A sua membrana de borracha, que serve como diafragma, e um invólucro de plástico transparente, que modela a cavidade torácica. Ao fazer o diafragma relaxar e contrair, é possível observar como os pulmões são esvaziados e ficam cheios de ar.</p>
<p>Como exibe representações detalhadas dos pulmões, este modelo é adequado para utilização em contexto escolar ou universitário. É indicado para a aprendizagem da anatomia do corpo humano, nomeadamente do Sistema Respiratório.</p>
<p>Em termos de estrutura, este modelo está preso a uma base resistente e estável e possui uma cobertura, o que permite um manuseamento simples.</p>
<h2>
<br><strong>Características</strong>
</h2>
<ul>
<li>Tamanho do modelo:  9, 5 x 6, 4 16, 5 cm</li>
<li>Base: 16, 5 x 12, 7 cm</li>
<li>Peso: 0, 4 g</li>
</ul>","Anatomia humana, Biologia e Geologia, Modelos",https://abcescolar.pt/es/products/aparelho-de-demonstracao-dos-pulmoes,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aparelho-de-demonstracao-dos-pulmoes.jpg?v=1646735459,,,,N/A,,,,,,,,4.5 €,51.25,,,1
LB0158,PBB001,LB0158,"Auxilab, S.L.",Dispositivo de destilación simple,218.53,,218.53,1 - 14 días,Aparelhos,"<h1>Aparelho de destilação simples</h1>
  <p>Aparelho de destilação especialmente indicado para uso em laboratórios de química. Adequado para ser usado por estudantes em contexto laboratorial.<br></p>
  <p>A destilação simples é uma técnica usada na separação de líquidos miscíveis, cujos pontos de ebulição são inferiores a 150 graus. </p>
  <h2>Características</h2>
  <ul>
  <li>Fabricado em vidro borosilicato</li>
  <li>Esmerilado 29/32</li>
  </ul>
  <p><br></p>","Destilação, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/aparelho-de-destilacao-simples-esmerilado-29-32,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aparelho-de-destilacao-simples-esmerilado.jpg?v=1629192707,,,,N/A,,,,,,,,4.5 €,218.53,,,5
BG0194,,BG0194,EISCO - Electronic Instrumentation,Fotosíntesis,38.20,,38.20,1 - 14 días,Aparelhos,"<h1>Aparelho de fotossíntese</h1>
<p>Aparelho de fotossíntese indicado para a medição e colheita de gases libertados pelas plantas aquáticas durante a fotossíntese. </p>
<p>O gás libertado pode ser medido pelo tubo capilar calibrado e retirado para análise através das seringas plásticas. Em termos de estrutura, este aparelho está montado em cima de uma base de plástico resistente e estável. Pode ser facilmente movido de um local para outro.</p>
<h2>Para o estudo da fotossíntesse!</h2>
<p>Por ser um instrumento completo, é indicado para utilização em contexto escolar e universitário, durante a aprendizagem de conceitos relacionados com a Alimentação das Plantas.</p>
<p><br> <strong>Características</strong><br> •  Dimensões:  190 x 150 mm</p>","Biologia e Geologia, Botânica, Modelos",https://abcescolar.pt/es/products/aparelho-de-fotossintese,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aparelho-de-fotossintese.jpg?v=1624896178,,,,N/A,,,,,,,,4.5 €,38.20,,,2
PH0388A,,PH0388A,EISCO - Electronic Instrumentation,Esperanza,27.59,,27.59,1 - 14 días,Aparelhos,"<h1>Aparelho de Hope</h1>
<p>Este aparelho de Hope serve para determinar a densidade máxima da água, durante as aulas de física. </p>
<p>Inclui um cilindro em folha de ferro com base e galeria, central, de 60 mm de altura e 100 mm de diâmetro. Contém ainda orifícios para utilização de termómetros.</p>
<p>É fornecido com manual de instruções!</p>","Calor e Energia, Dilatação térmica, Física",https://abcescolar.pt/es/products/aparelho-de-hope,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-Hope-fisica-abc-escolar.jpg?v=1624896533,,,,N/A,,,,,,,,4.5 €,27.59,,,1
PH1084B,,PH1084B,EISCO - Electronic Instrumentation,Aparato de medición analógica - CC galvanómetro,23.32,,23.32,1 - 14 días,Aparelhos,"<h2>Aparelho de medida analógico - Galvanómetro CC</h2>
<p>Este aparelho de medida analógico - Galvanómetro CC é útil para a deteção de corrente elétrica. </p>
<p>Indicado para demonstrações e experiências em contexto de aula. Inclui caixa de plástico resistente e visor frontal em acrílico transparente. <br></p>
<h3><strong>Características</strong></h3>
<ul>
<li>
<strong>Dimensões</strong>: 125x90x85 mm</li>
<li>35 - 0 - 35 mV Sensibilidade 1mV / Div.</li>
<li>5 ""de comprimento, 3,5"" de largura e 3,25 ""de altura. </li>
<li>E<meta charset=""utf-8"">scala 60 mm, ajuste de zero e terminais de ligação de 4 mm.</li>
</ul>
<p><br></p>","Aparelhos de medição, Electricidade, Física",https://abcescolar.pt/es/products/aparelho-de-medida-analogico,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-medida-analogico-Galvanometro-CC-fisica-abc-escolar.jpg?v=1625568014,,,,N/A,,,,,,,,4.5 €,23.32,,,1
PH1080G,,PH1080G,EISCO - Electronic Instrumentation,Aparato de medición analógica: voltímetro CC,26.49,,26.49,1 - 14 días,Aparelhos,"<h2>Aparelho de medida analógico - Voltímetro CC</h2>
<p>Aparelho de medida analógico - Voltímetro CC, especialmente indicado para medir a diferença de potencial entre dois pontos.</p>
<p>Pode também medir tensões contínuas ou alternadas. Também chamado<span data-mce-fragment=""1""> de <span style=""text-decoration: underline;""><strong>voltómetro</strong></span> ou <span style=""text-decoration: underline;""><strong>voltômetro</strong></span></span></p>
<h3><strong>Características</strong></h3>
<ul>
<li>Caixa de plástico resistente e visor frontal em acrílico transparente.</li>
<li>Escala 60 mm, ajuste de zero e terminais de ligação de 4 mm.</li>
<li>Dimensões: 125x90x85 mm</li>
</ul>
<p><br></p>","Aparelhos de medição, Electricidade, Física",https://abcescolar.pt/es/products/aparelho-de-medida-analogico-voltimetro-cc,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-medida-analogico-Voltimetro-CC-fisica-abc-escolar.jpg?v=1629114359,,,,N/A,,,,,,,,4.5 €,26.49,,,4
PH1102B,,PH1102B,EISCO - Electronic Instrumentation,Amímetro de aparato de medición digital,45.60,,45.60,1 - 14 días,Aparelhos,"<h2>Aparelho de medida digital- Amperímetro CC</h2>
<p>Visor LCD de 3½ dígitos.</p>
<h3>Características</h3>
<ul>
<li>Precisão: 1 dígito.</li>
<li>Alimentação por pilha 9 volts incluída.</li>
<li>Tensão CC: 0 - 19.9 V - 20 V.</li>
<li>Corrente CC: 0 - 10 Amp.</li>
<li>Dimensões: 140x100x100 mm</li>
<li>Amperímetro CC</li>
</ul>","Aparelhos de medição, Electricidade, Física",https://abcescolar.pt/es/products/aparelho-de-medida-digital-amperimetro-cc,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-medida-digital-Amperimetro-CC-fisica-abc-escolar.jpg?v=1619477357,,,,N/A,,,,,,,,4.5 €,45.60,,,4
PH0323SP3,,PH0323SP3,EISCO - Electronic Instrumentation,Distrito de primavera múltiple (Ley Hooke),120.98,,120.98,1 - 14 días,Aparelhos,"<h2><span>Aparelho de mola múltipla (lei de Hooke)</span></h2>
<p><span>Conjunto completo de aparelhos projetado para permitir que os alunos investiguem a lei de Hooke para uma única mola, combinações de molas em série e paralelas.<span> </span></span></p>
<p><span>Inclui uma base de aço, uma haste de aço, uma cabeça de metal, três molas de metal e três peças de plástico usadas para montagem e medição.<span> </span></span></p>
<p><span>O kit inclui todas as peças necessárias para configurar e realizar experimentos com facilidade.<span> </span></span></p>
<p><span>Fácil montagem.</span><br></p>","Física, Mecânica, Oscilações mecânicas",https://abcescolar.pt/es/products/aparelho-de-mola-multipla-lei-de-hooke,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-mola-multipla-lei-de-Hooke-fisica-abc-escolar.jpg?v=1619477364,,,,N/A,,,,,,,,4.5 €,120.98,,,2
PH0838,,PH0838,EISCO - Electronic Instrumentation,Dispositivo con soporte con soporte,17.78,,17.78,1 - 14 días,Aparelhos,"<h2><span>Aparelho de Oersted com suporte</span></h2>
<p><span>Demonstra a ação da corrente elétrica em um íman.<span> </span></span></p>
<p><span>Uma agulha de aço cobalto (75mm de comprimento) com rolamento de ágata suportado por pivô é montada em uma base plástica e cercada por uma moldura retangular equipada com terminais. </span></p>","Electroestática, Física, Magnetismo",https://abcescolar.pt/es/products/aparelho-de-oersted-com-suporte,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-de-Oersted-com-suporte-fisica-abc-escolar.jpg?v=1619477367,,,,N/A,,,,,,,,4.5 €,17.78,,,4
PH0322A,,PH0322A,EISCO - Electronic Instrumentation,Aparato de estudio de la ley de Hooke,42.44,,42.44,1 - 14 días,Aparelhos,"<h2>Aparelho para estudo da lei de Hooke</h2>
<p>Suporte com escala metálica e gancho para suspensão da mola.</p>
<p>Massas não incluídas.<br></p>
<p>Fornecido com manual de instruções.</p>","Física, Mecânica, Modelos, Oscilações mecânicas",https://abcescolar.pt/es/products/aparelho-para-estudo-da-lei-de-hooke,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-para-estudo-da-lei-de-Hooke-fisica-abc-escolar.jpg?v=1619477369,,,,N/A,,,,,,,,6.99 €,42.44,,,2
PH0422,,PH0422,EISCO - Electronic Instrumentation,Dispositivo para estudiar el comportamiento de los gases ideales,41.38,,41.38,1 - 14 días,Aparelhos,"<h1><strong>Aparelho para estudo do comportamento dos gases ideais</strong></h1>
<p>Aparelho para estudo do comportamento dos gases ideais composto por um tubo de vidro em U com 15mm de diâmetro. Um dos braços é liso com 220mm de comprimento e outro com 120mm com graduação de 25 a 35 x 0.2 ml terminando num bolbo de 37 mm de diâmetro com um terceiro braço unido em ângulo reto com os outros dois, com 185x6 mm.</p>",Química,https://abcescolar.pt/es/products/aparelho-para-estudo-do-comportamento-dos-gases-ideais,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Aparelho-para-estudo-do-comportamento-dos-gases-ideais-fisica-abc-escolar.jpg?v=1630080354,,,,N/A,,,,,,,,4.5 €,41.38,,,2
67614,67614,67614,Clementoni,Aprende las primeras palabras,5.54,,5.54,1 - 14 días,,"<p data-pm-slice=""1 3 []"" data-mce-fragment=""1"">As primeiras palavras ditas pelos nossos bebés são sempre momentos muito especiais para qualquer pai.<br data-mce-fragment=""1"">Para tal, é preciso estimulá-los e incentivá-los a dizê-las.</p>
<p data-mce-fragment=""1"">Este jogo interativo auxilia na aprendizagem das formas, cores, dimensões, orientação espacial e muito mais.<br data-mce-fragment=""1"">Inclui 6 cartas de jogo com 12 atividades educativas para fazerem em conjunto com as crianças.</p>
<ul class=""ak-ul"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Artigo indicado para idades compreendidas entre os 3 e os 5 anos</p>
</li>
</ul>","Comunicação e Linguagem, Jogos, jogos didáticos, Novidades, Presentes ideais, Pré-Escolar",https://abcescolar.pt/es/products/aprende-as-primeiras-palavras,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/aprende_as_primeiras_palavras_3.jpg?v=1671012214,,,,N/A,,,,,,,,4.5 €,5.54,,,2
